,article_title,article_url,journal_name,vol_title,vol_url,download
589,Demonstrating reliability through transparency: A scientific validity framework to assist scientists and lawyers in criminal proceedings,https://www.sciencedirect.com/science/article/pii/S0379073819305225,FSI,Volume 308 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/308/suppl/C,
590,Editorial Board,https://www.sciencedirect.com/science/article/pii/S0379073820300153/pdfft?md5=ffd55e36492ed56092325d73a5d85982&pid=1-s2.0-S0379073820300153-main.pdf,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
591,Cranial suture closure as an age indicator: A review,https://www.sciencedirect.com/science/article/pii/S0379073819305237,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
592,Automated face recognition in forensic science: Review and perspectives,https://www.sciencedirect.com/science/article/pii/S0379073819305365,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
593,Evaluating the evidentiary value of the analysis of skeletal trauma in forensic research: A review of research and practice,https://www.sciencedirect.com/science/article/pii/S0379073820300025,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
594,Evaluation of interferers in sampling materials used in explosive residue analysis by ion chromatography,https://www.sciencedirect.com/science/article/pii/S0379073819303202,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
595,The effect of DNA recovery on the subsequent quality of latent fingermarks: A pseudo-operational trial,https://www.sciencedirect.com/science/article/pii/S0379073819304888,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
596,Study of cerebrospinal injuries by force transmission secondary to mandibular impacts using a finite element model,https://www.sciencedirect.com/science/article/pii/S0379073819305304,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
597,Enhancement of bloody fingerprints on non-porous surfaces using Lac dye (Laccifer lacca),https://www.sciencedirect.com/science/article/pii/S0379073819305316,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
598,Femoral blood concentrations of flualprazolam in 33 postmortem cases,https://www.sciencedirect.com/science/article/pii/S0379073819305134,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
599,The phenomenon of para-Fluorophenylpiperazine (pFPP) in combination with the synthetic cannabinoid AMB-FUBINACA in seized plant material in New Zealand,https://www.sciencedirect.com/science/article/pii/S0379073819305195,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
600,Development and validation of a systematic approach for the quantitative assessment of the quality of duct tape physical fits,https://www.sciencedirect.com/science/article/pii/S0379073819305158,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
601,Validity and reliability of forensic firearm examiners,https://www.sciencedirect.com/science/article/pii/S0379073819305249,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
602,Distribution of quetiapine and metabolites in biological fluids and tissues,https://www.sciencedirect.com/science/article/pii/S0379073819305201,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
603,Evaluating the effect of body fluid mixture on the relative expression ratio of blood-specific RNA markers,https://www.sciencedirect.com/science/article/pii/S0379073819305286,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
604,A unified framework of source camera identification based on features,https://www.sciencedirect.com/science/article/pii/S0379073819305213,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
605,The use of wing fray and sex ratios to determine the origin of flies at an indoor crime scene,https://www.sciencedirect.com/science/article/pii/S037907381930516X,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
606,Chemical attribution of the home-made explosive ETN – Part I: Liquid chromatography-mass spectrometry analysis of partially nitrated erythritol impurities,https://www.sciencedirect.com/science/article/pii/S0379073819305146,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
607,Stability of ten psychotropic drugs in formalin-fixed porcine liver homogenates,https://www.sciencedirect.com/science/article/pii/S0379073819305481,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
608,The impact of chemical trace evidence on justice outcomes: Exploring the additive value of forensic science disciplines,https://www.sciencedirect.com/science/article/pii/S037907381930533X,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
609,UV-Visible spectroscopic effect on Haemoglobin & DNA degradation: A forensic approach,https://www.sciencedirect.com/science/article/pii/S0379073819304906,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
610,Determination of chiral cathinone in fresh samples of Catha edulis,https://www.sciencedirect.com/science/article/pii/S0379073819305171,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
611,Identifying PCP and four PCP analogs using the gold chloride microcrystalline test followed by raman microspectroscopy and chemometrics,https://www.sciencedirect.com/science/article/pii/S037907381930547X,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
612,A simple approach to use hand vein patterns as a tool for identification,https://www.sciencedirect.com/science/article/pii/S0379073819305274,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
613,The Italian panorama of cannabis light preparation: Determination of cannabinoids by LC-UV,https://www.sciencedirect.com/science/article/pii/S0379073819305250,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
614,"ForeStatistics: A windows-based feature-rich software program for performing statistics in forensic DNA analysis, paternity and relationship testing",https://www.sciencedirect.com/science/article/pii/S0379073820300049,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
615,"Development of an UPLC–MS/MS method for the analysis of 16 synthetic opioids in segmented hair, and evaluation of the polydrug history in fentanyl analogue users",https://www.sciencedirect.com/science/article/pii/S0379073819305493,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
616,Chemometrics in forensic chemistry — Part II: Standardized applications – Three examples involving illicit drugs,https://www.sciencedirect.com/science/article/pii/S037907381930550X,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
617,Falsified tadalafil tablets distributed in Japan via the internet,https://www.sciencedirect.com/science/article/pii/S0379073820300050/pdfft?md5=507d91a31cb8709980d2389f499bc152&pid=1-s2.0-S0379073820300050-main.pdf,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
618,"Prevalence of DNA from the driver, passengers and others within a car of an exclusive driver",https://www.sciencedirect.com/science/article/pii/S0379073820300013,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
619,Trends and patterns in homicides in Italy: A 34-year descriptive study,https://www.sciencedirect.com/science/article/pii/S0379073820300037,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
620,Development and commissioning of an instrumented pneumatic device to simulate blunt- and sharp-force trauma,https://www.sciencedirect.com/science/article/pii/S0379073819305353,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
621,Effects of lipophilicity and functional groups of synthetic cannabinoids on their blood concentrations and urinary excretion,https://www.sciencedirect.com/science/article/pii/S0379073819305183,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
622,Using headlight patterns in vehicle recognition,https://www.sciencedirect.com/science/article/pii/S0379073819305328,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
623,Application of hematoxylin reagent for sperm cell separation in sexual crime evidence,https://www.sciencedirect.com/science/article/pii/S0379073819305262,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
624,Challenges in the analysis of forensic pathology data relating to homicides in Kosovo from 2006–2015,https://www.sciencedirect.com/science/article/pii/S0379073819305298,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
625,Recording device identification by ENF harmonics power analysis,https://www.sciencedirect.com/science/article/pii/S0379073819305122,FSI,Volume 307 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/307/suppl/C,
626,Editorial Board,https://www.sciencedirect.com/science/article/pii/S0379073819305420/pdfft?md5=6cd9585c835dea0240b1311292546f11&pid=1-s2.0-S0379073819305420-main.pdf,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
627,Effect of arson fires on survivability of entomological evidence on carcasses inside vehicle trunks,https://www.sciencedirect.com/science/article/pii/S0379073819304451,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
628,Postmortem submersion interval in human bodies recovered from fresh water in an area of Mediterranean climate. Application and comparison of preexisting models,https://www.sciencedirect.com/science/article/pii/S0379073819304633,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
629,Experimental fragmentation of pipe bombs with varying case thickness,https://www.sciencedirect.com/science/article/pii/S0379073819304463,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
630,Identifying victims of the largest Second World War family massacre in Slovenia,https://www.sciencedirect.com/science/article/pii/S0379073819304682,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
631,Tears and Eyewear in Forensic Investigation—A Review,https://www.sciencedirect.com/science/article/pii/S0379073819304670,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
632,Simultaneous determination of synthetic cannabinoids and their metabolites in human hair using LC-MS/MS and application to human hair,https://www.sciencedirect.com/science/article/pii/S0379073819304700,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
633,Multi-factorial age estimation: A Bayesian approach combining dental and skeletal magnetic resonance imaging,https://www.sciencedirect.com/science/article/pii/S0379073819304669,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
634,A semi-automated protocol for NGS metabarcoding and fungal analysis in forensic,https://www.sciencedirect.com/science/article/pii/S0379073819304645,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
635,A new method for opening quartz halogen light bulbs in vehicle accident investigations,https://www.sciencedirect.com/science/article/pii/S0379073819304657,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
636,Distribution of aerosol paint droplets in open- and closed-space environments: Towards activity level evaluation,https://www.sciencedirect.com/science/article/pii/S0379073819304773,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
637,"Concentrations of THC, CBD, and CBN in commercial hemp seeds and hempseed oil sold in Korea",https://www.sciencedirect.com/science/article/pii/S0379073819304761,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
638,Forensic genetic investigation of human skeletal remains recovered from the La Belle shipwreck,https://www.sciencedirect.com/science/article/pii/S0379073819304621,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
639,New strategy for carbon monoxide poisoning diagnosis: Carboxyhemoglobin (COHb) vs Total Blood Carbon Monoxide (TBCO),https://www.sciencedirect.com/science/article/pii/S037907381930475X,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
640,Thresholds for the assessment of inflicted head injury by shaking trauma in infants: a systematic review,https://www.sciencedirect.com/science/article/pii/S0379073819304724,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
641,The rise of veterinary forensics,https://www.sciencedirect.com/science/article/pii/S0379073819304815,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
642,Improved measurement of ethyl glucuronide concentrations in hair using UPLCMS/MS for the evaluation of chronic ethanol consumption,https://www.sciencedirect.com/science/article/pii/S0379073819304839,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
643,Development of a LC–MS/MS method for determination of propofol-glucuronide in hair and preliminary study on relationships between dose and hair concentration,https://www.sciencedirect.com/science/article/pii/S0379073819304827,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
644,Clean and clear (out): A neat method for the recovery of latent fingermarks from crime-scenes,https://www.sciencedirect.com/science/article/pii/S037907381930461X,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
645,Preservation of forensic traces by health professionals in a hospital in Northeast Brazil,https://www.sciencedirect.com/science/article/pii/S0379073819304694,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
646,Forensic archaeology and anthropology sensitization in post-conflict Uganda,https://www.sciencedirect.com/science/article/pii/S0379073819304748,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
647,Distribution of zopiclone and main metabolites in hair following a single dose,https://www.sciencedirect.com/science/article/pii/S0379073819304864,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
648,Precocious egg development in wild Calliphora vicina (Diptera: Calliphoridae) — An issue of relevance in forensic entomology?,https://www.sciencedirect.com/science/article/pii/S0379073819304876,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
649,The role of self-immolation in complex suicides: A neglected topic in current literature,https://www.sciencedirect.com/science/article/pii/S0379073819304852,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
650,Estimating sex from the seven cervical vertebrae: An analysis of two European skeletal populations,https://www.sciencedirect.com/science/article/pii/S0379073819304840,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
651,A Bayesian approach for the analysis of error rate studies in forensic science,https://www.sciencedirect.com/science/article/pii/S0379073819304591,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
652,Postmortem urine concentration of N-terminal pro-brain natriuretic peptide in relation to the cause of death,https://www.sciencedirect.com/science/article/pii/S0379073819304918,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
653,"Mortalities of methamphetamine, opioid, and ketamine abusers in Shanghai and Wuhan, China",https://www.sciencedirect.com/science/article/pii/S0379073819305055,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
654,Application of DNA repair for Streptococcus salivarius DNA-based identification of saliva from ultraviolet-exposed samples,https://www.sciencedirect.com/science/article/pii/S037907381930489X,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
655,"Autopsy as a form of evisceration: Implications for decomposition rate, pattern, and estimation of postmortem interval",https://www.sciencedirect.com/science/article/pii/S0379073819304803,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
656,Variation within physical and digital craniometrics,https://www.sciencedirect.com/science/article/pii/S0379073819305043,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
657,Characterization of the effect of fabric’s tensile behavior and sharp object properties on the resistance against penetration,https://www.sciencedirect.com/science/article/pii/S0379073819305092,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
658,An evaluation of the cut-off value of methamphetamine in hair samples via HPLC-MS/MS,https://www.sciencedirect.com/science/article/pii/S0379073819305067,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
659,Using museum pelt collections to generate pollen prints from high-risk regions: A new palynological forensic strategy for geolocation,https://www.sciencedirect.com/science/article/pii/S0379073819304736,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
660,Firearms identification by the acoustic signals of their mechanisms,https://www.sciencedirect.com/science/article/pii/S0379073819305110,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
661,Pilot study on deformed bullet correlation,https://www.sciencedirect.com/science/article/pii/S0379073819305109,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
662,Automatic landmarking as a convenient prerequisite for geometric morphometrics. Validation on cone beam computed tomography (CBCT)- based shape analysis of the nasal complex,https://www.sciencedirect.com/science/article/pii/S0379073819305079,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
663,"New psychoactive substances (NPS) prevalence over LSD in blotter seized in State of Santa Catarina, Brazil: A six-year retrospective study",https://www.sciencedirect.com/science/article/pii/S0379073819304141,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
664,What happened before the run over? Morphometric 3D reconstruction,https://www.sciencedirect.com/science/article/pii/S0379073819304712,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
665,Structural elucidation of phenidate analogues via the ESI-MS/MS spectra of their sodium adduct ions,https://www.sciencedirect.com/science/article/pii/S0379073819304566,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
666,Technical note: Preparation improvement of charred cadaveric viscera using sandison’s rehydrating solution for histological analysis,https://www.sciencedirect.com/science/article/pii/S0379073819304785,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
667,"Examination of gunshot residue arising from shotgun cartridges containing steel, bismuth or tungsten pellets",https://www.sciencedirect.com/science/article/pii/S0379073819305080,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
668,Estimation of post-mortem interval based on insect species present on a corpse found in a suitcase,https://www.sciencedirect.com/science/article/pii/S037907381930458X,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
669,"Unexpected identification and characterization of a cathinone precursor in the new psychoactive substance market: 3′,4′-methylenedioxy-2,2-dibromobutyrophenone",https://www.sciencedirect.com/science/article/pii/S0379073819304554,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
670,Interpreting GHB concentrations in hair: can a cut-off be established?,https://www.sciencedirect.com/science/article/pii/S0379073819304219,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
671,"Genetic polymorphisms of 19 autosomal STR loci in 3510 individuals from Han population of Zhejiang province, Southeast China",https://www.sciencedirect.com/science/article/pii/S0379073819304578,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
672,Estimating crime scene temperatures from nearby meteorological station data,https://www.sciencedirect.com/science/article/pii/S0379073819304402,FSI,Volume 306 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/306/suppl/C,
673,Editorial Board,https://www.sciencedirect.com/science/article/pii/S0379073819304967/pdfft?md5=da51e4f9c126f15538e5c05615438ef0&pid=1-s2.0-S0379073819304967-main.pdf,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
674,Vital reactions – An updated overview,https://www.sciencedirect.com/science/article/pii/S0379073819304414,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
675,Hair testing for cortisol by UPLC–MS/MS in a family: External cross-contamination from use of cortisol cream,https://www.sciencedirect.com/science/article/pii/S0379073819303809,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
676,Identification and analysis of man-made geological product particles to aid forensic investigation of provenance in the built environment,https://www.sciencedirect.com/science/article/pii/S037907381930386X,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
677,Fired bullet signature correlation using the Congruent Matching Profile Segments (CMPS) method,https://www.sciencedirect.com/science/article/pii/S0379073819303767,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
678,Post-mortem analysis of prescription opioids—A follow-up examination by LC–MS/MS with focus on fentanyl,https://www.sciencedirect.com/science/article/pii/S0379073819303822,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
679,An assessment of a portable cyanoacrylate fuming system (LumiFume™) for the development of latent fingermarks,https://www.sciencedirect.com/science/article/pii/S0379073819303780,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
680,"Distribution of synthetic opioids in postmortem blood, vitreous humor and brain",https://www.sciencedirect.com/science/article/pii/S0379073819304116,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
681,Analysis of cannabinoids in urine samples of short-term and long-term consumers of hemp seed products,https://www.sciencedirect.com/science/article/pii/S0379073819304098,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
682,Volatilised pyrene: A phase 1 study demonstrating a new method of visualising fingermarks with comparisons to iodine fuming,https://www.sciencedirect.com/science/article/pii/S0379073819304086,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
683,Single-calibrant quantification of seized synthetic opioids by liquid chromatography-chemiluminescence nitrogen detection,https://www.sciencedirect.com/science/article/pii/S037907381930413X,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
684,Classification of condom lubricants in cyanoacrylate treated fingerprints by desorption electrospray ionization mass spectrometry,https://www.sciencedirect.com/science/article/pii/S0379073819304177/pdfft?md5=fa92efc580f6762889af421dea92dfec&pid=1-s2.0-S0379073819304177-main.pdf,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
685,New fluorescence and reflectance analyses to aid dental material detection in human identification,https://www.sciencedirect.com/science/article/pii/S037907381930444X,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
686,Cytoskeletal and extracellular matrix proteins resist the burning of bones,https://www.sciencedirect.com/science/article/pii/S0379073819304396,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
687,Evaluation and comparison of methods for forensic glass source conclusions,https://www.sciencedirect.com/science/article/pii/S0379073819304153,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
688,The influence of coagulation on the drying dynamics of blood pools,https://www.sciencedirect.com/science/article/pii/S0379073819304207,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
689,"On the relationships between applied force, photography technique, and the quantification of bruise appearance",https://www.sciencedirect.com/science/article/pii/S0379073819304104/pdfft?md5=f5a5f10e7b8d8863601c6937b33c9a7f&pid=1-s2.0-S0379073819304104-main.pdf,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
690,The evaluation of evidence for microspectrophotometry data using functional data analysis,https://www.sciencedirect.com/science/article/pii/S0379073819304190,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
691,Alcohol and illicit drugs in drivers involved in road traffic crashes in Italy. An 8-year retrospective study,https://www.sciencedirect.com/science/article/pii/S0379073819304165,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
692,Examining the transfer of soils to clothing materials: Implications for forensic investigations,https://www.sciencedirect.com/science/article/pii/S0379073819304426,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
693,A new framework to test parent-child and full sibling relationships with population substructure,https://www.sciencedirect.com/science/article/pii/S0379073819304244,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
694,Analysis of synthetic cannabinoids on paper before and after processing for latent print using DFO and ninhydrin,https://www.sciencedirect.com/science/article/pii/S0379073819304128,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
695,A toolbox for the rapid prototyping of crime scene reconstructions in virtual reality,https://www.sciencedirect.com/science/article/pii/S0379073819304189,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
696,On the long term storage of forensic DNA in water,https://www.sciencedirect.com/science/article/pii/S0379073819304438,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
697,Craniometric variation and ancestry estimation in two contemporary Caribbean populations,https://www.sciencedirect.com/science/article/pii/S0379073819304256,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
698,Semi-automated scanning electron microscopy energy dispersive X-ray spectrometry forensic analysis of soil samples,https://www.sciencedirect.com/science/article/pii/S0379073819303597,FSI,Volume 305 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/305/suppl/C,
699,Editorial Board,https://www.sciencedirect.com/science/article/pii/S0379073819304347/pdfft?md5=6dfd28d97d71ff1d4fef940f44ea10db&pid=1-s2.0-S0379073819304347-main.pdf,FSI,Volume 304 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/304/suppl/C,
700,Facial soft tissue thicknesses in craniofacial identification: Data collection protocols and associated measurement errors,https://www.sciencedirect.com/science/article/pii/S0379073819303779,FSI,Volume 304 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/304/suppl/C,
701,"Reflective spectroscopy investigations of clothing items to support law enforcement, search and rescue, and war crime investigations",https://www.sciencedirect.com/science/article/pii/S0379073819303573,FSI,Volume 304 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/304/suppl/C,
702,11-OH-THC in hair as marker of active cannabis consumption: Estimating a reliable cut-off by evaluation of 672 THC-positive hair samples,https://www.sciencedirect.com/science/article/pii/S0379073819303639,FSI,Volume 304 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/304/suppl/C,
703,Origin identification of homemade pepper spray by multivariate data analysis of chemical attribution signatures,https://www.sciencedirect.com/science/article/pii/S0379073819303688,FSI,Volume 304 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/304/suppl/C,
704,Foreign object held in recessed areas of shoe outsole as an acquired characteristic in footwear examination: A preliminary study,https://www.sciencedirect.com/science/article/pii/S0379073819303615,FSI,Volume 304 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/304/suppl/C,
705,What’s in the bag? Analysis of exterior drug packaging by TD-DART-MS to predict the contents,https://www.sciencedirect.com/science/article/pii/S0379073819303512,FSI,Volume 304 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/304/suppl/C,
706,"Mix of new substances psychoactive, NPS, found in blotters sold in two Colombian cities",https://www.sciencedirect.com/science/article/pii/S0379073819303810,FSI,Volume 304 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/304/suppl/C,
707,"Application of hair analysis to document illegal 5-methoxy-N,N-dissopropyltrptamine (5-MeO-DiPT) use",https://www.sciencedirect.com/science/article/pii/S0379073819303846,FSI,Volume 304 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/304/suppl/C,
708,Virtual forensic anthropology: The accuracy of osteometric analysis of 3D bone models derived from clinical computed tomography (CT) scans,https://www.sciencedirect.com/science/article/pii/S0379073819303755,FSI,Volume 304 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/304/suppl/C,
709,Assessment of contamination levels in methamphetamine-tested properties in New Zealand,https://www.sciencedirect.com/science/article/pii/S0379073819303834,FSI,Volume 304 ,https://www.sciencedirect.com/journal/forensic-science-international/vol/304/suppl/C,
